<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
GAZP 60 20221011 180000 163.1400000 163.4000000 162.8300000 163.3000000 1615720
GAZP 60 20221011 190000 163.3000000 163.4000000 162.8000000 163.0000000 1434310
GAZP 60 20221011 200000 163.3000000 163.4600000 162.8000000 163.1900000 493310
GAZP 60 20221011 210000 163.1700000 163.3000000 163.0000000 163.1900000 343110
GAZP 60 20221011 220000 163.1900000 163.3200000 163.0200000 163.1600000 346900
GAZP 60 20221011 230000 163.2200000 163.2500000 162.9300000 162.9900000 278870
GAZP 60 20221012 000000 162.9900000 163.1700000 162.8900000 162.8900000 225530
GAZP 60 20221012 110000 163.5000000 164.0000000 161.2500000 162.4700000 5742460
GAZP 60 20221012 120000 162.4400000 162.5200000 160.5200000 161.1800000 3204320
GAZP 60 20221012 130000 161.1900000 161.2500000 160.3100000 160.8000000 1567880
GAZP 60 20221012 140000 160.8000000 161.9500000 160.6800000 161.8000000 1088110
GAZP 60 20221012 150000 161.8000000 162.5000000 161.6700000 161.8000000 1647300
GAZP 60 20221012 160000 161.7800000 162.2600000 161.4000000 162.1000000 1056880
GAZP 60 20221012 170000 162.0300000 162.9600000 161.9700000 162.4300000 1299130
GAZP 60 20221012 180000 162.4200000 162.7000000 162.0000000 162.1300000 731110
GAZP 60 20221012 190000 162.1200000 162.2300000 161.6500000 161.9700000 767230
GAZP 60 20221012 200000 161.9700000 162.1700000 161.7000000 161.9800000 376860
GAZP 60 20221012 210000 161.9900000 162.0500000 161.9200000 161.9300000 193450
GAZP 60 20221012 220000 161.9900000 162.0500000 161.9200000 161.9300000 178470
GAZP 60 20221012 230000 161.9300000 161.9800000 161.9200000 161.9500000 158000
GAZP 60 20221013 000000 161.9500000 161.9500000 161.7600000 161.8000000 150110
GAZP 60 20221013 110000 161.6700000 162.4500000 160.6100000 161.2900000 3506470
GAZP 60 20221013 120000 161.2900000 161.5000000 160.6000000 161.4300000 2536230
GAZP 60 20221013 130000 161.4000000 161.4900000 160.3600000 160.9500000 2186120
GAZP 60 20221013 140000 160.9500000 161.4300000 160.9400000 161.2000000 791020
GAZP 60 20221013 150000 161.2000000 161.3200000 160.7200000 160.8100000 789120
GAZP 60 20221013 160000 160.8900000 161.1500000 159.4800000 160.0800000 3708070
GAZP 60 20221013 170000 160.0800000 161.5000000 159.8300000 160.4500000 2209550
GAZP 60 20221013 180000 160.4500000 160.6900000 159.9200000 160.2400000 1020920
GAZP 60 20221013 190000 160.2400000 161.3800000 160.2200000 161.0000000 1787330
GAZP 60 20221013 200000 161.0700000 161.4900000 160.9600000 161.2100000 510720
GAZP 60 20221013 210000 161.2100000 161.2800000 160.9800000 161.1500000 192030
GAZP 60 20221013 220000 161.1500000 161.1500000 160.8200000 160.9500000 126030
GAZP 60 20221013 230000 160.9600000 161.0000000 160.5500000 160.5700000 215830
GAZP 60 20221014 000000 160.5700000 161.0000000 160.5100000 160.8400000 245070
GAZP 60 20221014 110000 161.0200000 161.1600000 160.1300000 160.4000000 1673310
GAZP 60 20221014 120000 160.4200000 160.4900000 159.1600000 159.8000000 1809090
GAZP 60 20221014 130000 159.8300000 160.0000000 159.5000000 159.8000000 1055070
GAZP 60 20221014 140000 159.8000000 160.0000000 159.6200000 159.6900000 639610
GAZP 60 20221014 150000 159.6500000 159.6900000 158.7400000 159.1100000 2040430
GAZP 60 20221014 160000 159.1600000 159.5000000 158.6400000 159.0700000 1339840
GAZP 60 20221014 170000 159.0500000 160.4000000 159.0500000 159.5600000 3033180
GAZP 60 20221014 180000 159.4800000 159.9700000 159.1800000 159.7100000 1081670
GAZP 60 20221014 190000 159.7600000 159.8000000 158.9500000 159.3800000 1420860
GAZP 60 20221014 200000 159.3900000 159.7500000 159.2300000 159.6000000 348220
GAZP 60 20221014 210000 159.6000000 159.6500000 159.3100000 159.5200000 214130
GAZP 60 20221014 220000 159.5500000 159.7900000 159.4000000 159.6900000 212800
GAZP 60 20221014 230000 159.6300000 159.7600000 159.3100000 159.4800000 263960
GAZP 60 20221015 000000 159.4900000 159.6600000 159.3900000 159.6000000 239080
GAZP 60 20221017 110000 159.9500000 162.2200000 159.6000000 161.4900000 6241970
GAZP 60 20221017 120000 161.4900000 161.8000000 161.0000000 161.3600000 2341090
GAZP 60 20221017 130000 161.3600000 161.8000000 160.8000000 161.3500000 1964170
GAZP 60 20221017 140000 161.3900000 162.8700000 161.2800000 162.8700000 3085560
GAZP 60 20221017 150000 162.8300000 163.8000000 162.5300000 162.8800000 5857530
GAZP 60 20221017 160000 162.8500000 163.3700000 162.5600000 162.6600000 964120
GAZP 60 20221017 170000 162.6600000 163.1900000 162.5500000 163.0100000 1200770
GAZP 60 20221017 180000 163.0100000 163.1600000 162.0300000 162.4000000 1614750
GAZP 60 20221017 190000 162.4100000 162.5800000 162.0500000 162.5000000 1212330
GAZP 60 20221017 200000 162.5000000 162.6600000 161.5200000 162.3100000 931360
GAZP 60 20221017 210000 162.3100000 162.5000000 162.2500000 162.4000000 302760
GAZP 60 20221017 220000 162.4000000 162.8200000 162.3000000 162.7000000 341750
GAZP 60 20221017 230000 162.7200000 162.8100000 162.5000000 162.7900000 250630
GAZP 60 20221018 000000 162.7800000 163.3000000 162.7800000 163.2400000 480920
GAZP 60 20221018 110000 163.9600000 164.6400000 162.3500000 162.7500000 4254980
GAZP 60 20221018 120000 162.7400000 162.8900000 161.8000000 162.8600000 1898840
GAZP 60 20221018 130000 162.8900000 163.8500000 162.3100000 163.5600000 1888660
GAZP 60 20221018 140000 163.5500000 163.8500000 163.1500000 163.5900000 1056970
GAZP 60 20221018 150000 163.5900000 163.5900000 162.5900000 163.0600000 1093430
GAZP 60 20221018 160000 163.0300000 163.5000000 162.6600000 163.1000000 892900
GAZP 60 20221018 170000 163.1800000 163.2900000 162.7200000 163.0600000 938970
GAZP 60 20221018 180000 163.0700000 163.2500000 162.6000000 163.1000000 1066910
GAZP 60 20221018 190000 163.0700000 163.2000000 162.9000000 163.0000000 581490
GAZP 60 20221018 200000 163.0000000 163.1200000 162.4200000 162.8000000 576840
GAZP 60 20221018 210000 162.7800000 163.1200000 162.2200000 162.4700000 669350
GAZP 60 20221018 220000 162.4700000 162.5200000 159.6200000 160.6400000 3038560
GAZP 60 20221018 230000 160.6400000 161.0000000 159.1000000 159.8600000 2126760
GAZP 60 20221019 000000 159.8800000 160.4500000 159.8000000 160.2000000 611430
GAZP 60 20221019 110000 159.3100000 161.0000000 157.8000000 157.9000000 6619820
GAZP 60 20221019 120000 157.9000000 160.0000000 157.6000000 158.9900000 2444460
GAZP 60 20221019 130000 158.9900000 159.4800000 158.2000000 159.0300000 1545390
GAZP 60 20221019 140000 159.0900000 159.5000000 158.8900000 159.4000000 895040
GAZP 60 20221019 150000 159.4000000 160.5000000 157.4000000 159.9500000 5917520
GAZP 60 20221019 160000 159.9500000 160.3100000 159.3100000 159.8800000 1443680
GAZP 60 20221019 170000 159.8500000 160.4800000 159.8000000 160.0800000 768320
GAZP 60 20221019 180000 160.0100000 160.3200000 159.7900000 159.8500000 903510
GAZP 60 20221019 190000 159.8500000 160.4600000 159.7400000 160.4600000 636730
GAZP 60 20221019 200000 160.4400000 160.9600000 160.0200000 160.9500000 657570
GAZP 60 20221019 210000 160.9600000 161.5000000 160.8000000 160.9900000 1032850
GAZP 60 20221019 220000 160.9900000 161.3500000 160.9600000 161.1400000 312460
GAZP 60 20221019 230000 161.1400000 161.2500000 161.0100000 161.0300000 202250
GAZP 60 20221020 000000 161.0400000 161.2900000 160.9100000 161.2900000 200340
GAZP 60 20221020 110000 161.6900000 162.4800000 161.0000000 162.1000000 3575240
GAZP 60 20221020 120000 162.1000000 162.2500000 160.3100000 160.9300000 2399180
GAZP 60 20221020 130000 160.9300000 161.8000000 160.6600000 161.7000000 1293760
GAZP 60 20221020 140000 161.7000000 161.9500000 161.2700000 161.5300000 1092050
GAZP 60 20221020 150000 161.5300000 161.9600000 161.4200000 161.6000000 679300
GAZP 60 20221020 160000 161.6000000 161.9200000 160.7400000 160.8300000 1707900
GAZP 60 20221020 170000 160.8900000 161.1200000 160.4600000 160.6000000 1057280
GAZP 60 20221020 180000 160.6000000 160.9000000 160.1500000 160.7300000 718430
GAZP 60 20221020 190000 160.7200000 160.8100000 160.3200000 160.6000000 531890
GAZP 60 20221020 200000 160.6500000 160.9500000 160.4000000 160.7300000 445160
GAZP 60 20221020 210000 160.7300000 160.7700000 160.5500000 160.6900000 202140
GAZP 60 20221020 220000 160.6900000 161.0900000 160.6000000 160.9000000 359560
GAZP 60 20221020 230000 160.8300000 160.9000000 160.7200000 160.8400000 126750
GAZP 60 20221021 000000 160.7800000 160.9000000 160.6000000 160.7500000 161040
GAZP 60 20221021 110000 159.9900000 160.5000000 159.6200000 159.9500000 2708530
GAZP 60 20221021 120000 159.9500000 159.9900000 159.0300000 159.2200000 1834390
GAZP 60 20221021 130000 159.2000000 159.9000000 159.0800000 159.6700000 818990
GAZP 60 20221021 140000 159.6600000 160.9900000 159.6300000 160.4000000 1946140
GAZP 60 20221021 150000 160.3700000 160.9000000 160.1100000 160.7700000 712920
GAZP 60 20221021 160000 160.7700000 161.2200000 160.5700000 160.9300000 1059100
GAZP 60 20221021 170000 160.9200000 161.8000000 160.8700000 161.6900000 1857140
GAZP 60 20221021 180000 161.6800000 162.0000000 161.3700000 161.8500000 1521480
GAZP 60 20221021 190000 161.8500000 163.0000000 161.5800000 163.0000000 2026620
GAZP 60 20221021 200000 163.0000000 169.9600000 162.7600000 166.7400000 13729980
GAZP 60 20221021 210000 166.7400000 167.4000000 166.3000000 166.4800000 2798080
GAZP 60 20221021 220000 166.4300000 166.7000000 165.6100000 166.3900000 1756870
GAZP 60 20221021 230000 166.3300000 167.0800000 166.3000000 166.9000000 1319990
GAZP 60 20221022 000000 166.8600000 167.3100000 166.8000000 166.9900000 1407370
GAZP 60 20221024 110000 167.9000000 168.8800000 166.3400000 168.3600000 7481800
GAZP 60 20221024 120000 168.3900000 168.4500000 166.5000000 166.6600000 3647720
GAZP 60 20221024 130000 166.6600000 166.8500000 165.4000000 166.7400000 3967480
GAZP 60 20221024 140000 166.7400000 166.8000000 165.8700000 166.1300000 1010830
GAZP 60 20221024 150000 166.1300000 166.3300000 164.8200000 165.8000000 2950960
GAZP 60 20221024 160000 165.8000000 166.3800000 165.6000000 166.1600000 1355120
GAZP 60 20221024 170000 166.1600000 167.0800000 166.1000000 166.5500000 1210080
GAZP 60 20221024 180000 166.6000000 166.9200000 165.5000000 165.8700000 1568230
GAZP 60 20221024 190000 165.8600000 165.9100000 165.5000000 165.9000000 908610
GAZP 60 20221024 200000 165.9000000 166.5000000 165.5000000 165.9800000 528890
GAZP 60 20221024 210000 165.9700000 166.0800000 165.7500000 165.9900000 277910
GAZP 60 20221024 220000 165.9900000 166.0700000 165.9000000 165.9800000 181430
GAZP 60 20221024 230000 165.9800000 166.1000000 165.7000000 166.0000000 277020
GAZP 60 20221025 000000 166.0000000 166.0000000 165.0500000 165.4700000 476800
GAZP 60 20221025 110000 166.0000000 166.4500000 164.2200000 165.1800000 4462210
GAZP 60 20221025 120000 165.1800000 167.8500000 164.9400000 167.2000000 4940650
GAZP 60 20221025 130000 167.2000000 168.4400000 167.1300000 167.9300000 5347750
GAZP 60 20221025 140000 167.9600000 168.9000000 167.7000000 168.8300000 2963440
GAZP 60 20221025 150000 168.8200000 169.2500000 168.1000000 169.1900000 2770220
GAZP 60 20221025 160000 169.1200000 169.5000000 168.7000000 168.9600000 2822500
GAZP 60 20221025 170000 168.9600000 170.3300000 168.9300000 170.1700000 4166450
GAZP 60 20221025 180000 170.1600000 172.1200000 169.9800000 171.7500000 7707180
GAZP 60 20221025 190000 171.7500000 173.9000000 171.6300000 173.7900000 5053970
GAZP 60 20221025 200000 173.7900000 174.6900000 172.6300000 173.0500000 3144490
GAZP 60 20221025 210000 173.0500000 173.5000000 172.0300000 172.2300000 1409040
GAZP 60 20221025 220000 172.1800000 172.4000000 171.5500000 171.8500000 1516410
GAZP 60 20221025 230000 171.8400000 172.5700000 171.7000000 172.3600000 746040
GAZP 60 20221026 000000 172.3600000 172.4500000 172.0000000 172.3800000 506650
GAZP 60 20221026 110000 173.3100000 173.4200000 170.1000000 170.8900000 7433880
GAZP 60 20221026 120000 170.9000000 173.4100000 170.3400000 171.6200000 5587770
GAZP 60 20221026 130000 171.6900000 171.7000000 170.2100000 170.9500000 2615180
GAZP 60 20221026 140000 170.9500000 171.0000000 169.6300000 169.7500000 4067980
GAZP 60 20221026 150000 169.8100000 170.4800000 168.7000000 170.0300000 3887960
GAZP 60 20221026 160000 170.0300000 170.9900000 169.5600000 170.5500000 1818770
GAZP 60 20221026 170000 170.5300000 170.7700000 169.7000000 169.7800000 985720
GAZP 60 20221026 180000 169.7600000 171.4000000 169.6100000 171.3100000 1614790
GAZP 60 20221026 190000 171.4000000 172.1800000 171.1800000 171.4900000 2197800
GAZP 60 20221026 200000 171.5800000 172.5000000 171.1100000 172.0700000 1497720
GAZP 60 20221026 210000 172.0000000 172.4500000 171.4300000 172.0900000 1469750
GAZP 60 20221026 220000 172.0900000 172.1900000 171.5500000 171.9400000 536440
GAZP 60 20221026 230000 171.9400000 172.2000000 171.8100000 172.2000000 504120
GAZP 60 20221027 000000 172.2000000 172.2000000 171.8600000 171.9800000 308950
GAZP 60 20221027 110000 172.5000000 173.3400000 171.3000000 173.2800000 5133690
GAZP 60 20221027 120000 173.2600000 173.9800000 172.9000000 173.5000000 4199800
GAZP 60 20221027 130000 173.4500000 173.9300000 173.0600000 173.2900000 2057380
GAZP 60 20221027 140000 173.2500000 173.8500000 173.1000000 173.1300000 1663330
GAZP 60 20221027 150000 173.1600000 173.2400000 172.0100000 172.0400000 3044630
GAZP 60 20221027 160000 172.0400000 173.1800000 172.0000000 172.7000000 1716300
GAZP 60 20221027 170000 172.8300000 173.1700000 172.6100000 172.7400000 1249810
GAZP 60 20221027 180000 172.7400000 173.1600000 172.6000000 173.0800000 1169800
GAZP 60 20221027 190000 173.0700000 173.0800000 172.7200000 173.0600000 842050
GAZP 60 20221027 200000 173.1900000 173.1900000 172.7000000 172.9000000 517000
GAZP 60 20221027 210000 172.9000000 173.0700000 172.8500000 173.0600000 356560
GAZP 60 20221027 220000 173.0600000 173.2700000 173.0200000 173.1600000 445010
GAZP 60 20221027 230000 173.1500000 173.2300000 173.0000000 173.1500000 331830
GAZP 60 20221028 000000 173.1500000 173.1700000 172.4000000 172.4700000 554040
GAZP 60 20221028 110000 171.9900000 172.3500000 169.7500000 170.2800000 6240150
GAZP 60 20221028 120000 170.2800000 170.7000000 169.4200000 170.0100000 5230880
GAZP 60 20221028 130000 170.0600000 170.7900000 169.4100000 170.7800000 2649850
GAZP 60 20221028 140000 170.7600000 171.1900000 170.2000000 171.0400000 2336670
GAZP 60 20221028 150000 171.0400000 171.5000000 170.5000000 170.7100000 4119260
GAZP 60 20221028 160000 170.6800000 170.7200000 170.0000000 170.1500000 1824400
GAZP 60 20221028 170000 170.0900000 170.5000000 170.0600000 170.2600000 1276750
GAZP 60 20221028 180000 170.2100000 170.7300000 169.8200000 170.4200000 2832800
GAZP 60 20221028 190000 170.4200000 170.5000000 169.9200000 170.3000000 1173160
GAZP 60 20221028 200000 170.3000000 170.6000000 170.2000000 170.3900000 515630
GAZP 60 20221028 210000 170.3800000 170.5000000 170.3000000 170.5000000 301020
GAZP 60 20221028 220000 170.5000000 170.9200000 170.4800000 170.8000000 484410
GAZP 60 20221028 230000 170.8000000 170.9900000 170.5900000 170.8400000 479710
GAZP 60 20221029 000000 170.8500000 170.9800000 170.7000000 170.7300000 239890
GAZP 60 20221031 110000 170.7400000 171.5000000 170.0200000 170.3300000 3663480
GAZP 60 20221031 120000 170.3100000 170.7700000 169.6000000 170.0000000 2959690
GAZP 60 20221031 130000 170.0500000 170.1400000 169.2100000 170.0600000 1779480
GAZP 60 20221031 140000 170.0500000 170.0700000 169.2100000 169.7200000 1018320
GAZP 60 20221031 150000 169.7800000 170.1000000 169.5200000 170.0500000 1053850
GAZP 60 20221031 160000 170.0500000 170.3500000 169.8200000 169.9800000 1362010
GAZP 60 20221031 170000 169.9800000 170.0500000 169.5500000 169.5600000 1181610
GAZP 60 20221031 180000 169.5500000 170.1000000 169.5100000 170.0000000 649410
GAZP 60 20221031 190000 170.0000000 170.2000000 169.8700000 170.0000000 1005300
GAZP 60 20221031 200000 170.0000000 170.3100000 169.4100000 170.0600000 515390
GAZP 60 20221031 210000 170.0600000 170.1900000 169.9900000 170.1400000 169840
GAZP 60 20221031 220000 170.1400000 170.3500000 170.0000000 170.2900000 227820
GAZP 60 20221031 230000 170.2900000 170.3000000 170.1600000 170.2400000 146310
GAZP 60 20221101 000000 170.2300000 170.5000000 170.2000000 170.2700000 255450
GAZP 60 20221101 110000 170.8900000 171.2900000 170.4000000 170.7300000 3541740
GAZP 60 20221101 120000 170.7300000 170.8500000 170.3600000 170.6100000 1242630
GAZP 60 20221101 130000 170.6100000 171.0700000 170.5000000 170.9200000 1905630
GAZP 60 20221101 140000 170.9200000 171.0000000 169.9000000 170.2700000 2989080
GAZP 60 20221101 150000 170.2600000 170.5000000 170.0900000 170.5000000 1270060
GAZP 60 20221101 160000 170.5000000 170.7700000 170.3700000 170.3700000 1093070
GAZP 60 20221101 170000 170.4000000 170.4900000 170.1200000 170.4800000 1134010
GAZP 60 20221101 180000 170.4800000 170.4800000 169.8300000 169.8600000 1456000
GAZP 60 20221101 190000 169.8600000 170.1500000 169.7500000 170.0000000 860130
GAZP 60 20221101 200000 170.0000000 170.1000000 169.9000000 170.1000000 452670
GAZP 60 20221101 210000 170.1000000 170.1800000 170.0100000 170.1000000 247820
GAZP 60 20221101 220000 170.1400000 170.1700000 170.0000000 170.0200000 206920
GAZP 60 20221101 230000 170.0500000 170.1000000 169.8800000 169.9800000 226880
GAZP 60 20221102 000000 169.9800000 170.0100000 169.9000000 169.9200000 146170
GAZP 60 20221102 110000 169.9900000 169.9900000 168.8100000 169.1200000 4313810
GAZP 60 20221102 120000 169.1100000 169.5000000 169.0300000 169.4900000 867020
GAZP 60 20221102 130000 169.4900000 169.5000000 169.2000000 169.5000000 898390
GAZP 60 20221102 140000 169.5000000 169.9000000 169.3100000 169.9000000 2667270
GAZP 60 20221102 150000 169.9000000 169.9000000 169.5000000 169.7700000 714140
GAZP 60 20221102 160000 169.7600000 169.9000000 169.5600000 169.8500000 741420
GAZP 60 20221102 170000 169.8800000 169.9000000 169.5000000 169.6000000 1222870
GAZP 60 20221102 180000 169.5600000 169.8500000 169.0900000 169.7600000 1307630
GAZP 60 20221102 190000 169.8000000 170.4500000 169.7700000 170.2900000 1846810
GAZP 60 20221102 200000 170.3000000 170.4000000 169.9000000 169.9900000 449460
GAZP 60 20221102 210000 169.9900000 170.0300000 169.9000000 169.9000000 211580
GAZP 60 20221102 220000 169.9000000 170.0600000 169.6000000 169.7300000 328590
GAZP 60 20221102 230000 169.7300000 169.9000000 169.4000000 169.4900000 348810
GAZP 60 20221103 000000 169.4900000 169.5000000 167.1000000 167.7200000 2532760
GAZP 60 20221103 110000 167.1000000 168.4500000 166.6800000 167.5000000 4489570
GAZP 60 20221103 120000 167.5000000 167.5000000 167.0000000 167.5000000 2457650
GAZP 60 20221103 130000 167.4900000 167.5000000 166.7700000 167.2000000 1716830
GAZP 60 20221103 140000 167.1900000 168.0000000 167.1500000 167.8300000 1254620
GAZP 60 20221103 150000 167.8300000 167.9700000 167.4800000 167.6600000 768670
GAZP 60 20221103 160000 167.7200000 167.7500000 167.5100000 167.6900000 573650
GAZP 60 20221103 170000 167.6900000 168.8000000 167.5000000 168.8000000 1486550
GAZP 60 20221103 180000 168.8000000 169.6500000 168.4000000 169.3800000 2332620
GAZP 60 20221103 190000 169.3900000 169.4700000 168.9300000 169.4700000 1081820
GAZP 60 20221103 200000 169.1500000 169.5000000 169.1500000 169.4900000 401560
GAZP 60 20221103 210000 169.4400000 169.6500000 168.8000000 168.8500000 716040
GAZP 60 20221103 220000 168.8900000 169.1800000 168.8000000 169.1700000 216500
GAZP 60 20221103 230000 169.1600000 169.2200000 169.0000000 169.1300000 170720
GAZP 60 20221104 000000 169.1800000 169.2900000 169.0500000 169.1400000 419620
GAZP 60 20221107 110000 171.0200000 171.5900000 169.9800000 170.6200000 4506420
GAZP 60 20221107 120000 170.6200000 170.9000000 170.3400000 170.5000000 2432730
GAZP 60 20221107 130000 170.5000000 170.8000000 170.0000000 170.2300000 3506710
GAZP 60 20221107 140000 170.2300000 170.3900000 169.6400000 169.8800000 2286360
GAZP 60 20221107 150000 169.8800000 170.0000000 169.5200000 169.9400000 1408560
GAZP 60 20221107 160000 169.9400000 170.1800000 169.8500000 169.9200000 1023800
GAZP 60 20221107 170000 169.9500000 170.0000000 169.6000000 169.8500000 1168200
GAZP 60 20221107 180000 169.8500000 170.0000000 169.6500000 169.7300000 1758320
GAZP 60 20221107 190000 169.7300000 169.9900000 169.6500000 169.9900000 1306670
GAZP 60 20221107 200000 169.8900000 170.6000000 169.8500000 170.1000000 688080
GAZP 60 20221107 210000 170.1000000 170.1500000 169.7300000 170.0300000 450450
GAZP 60 20221107 220000 170.0300000 170.0300000 169.8100000 169.8500000 456760
GAZP 60 20221107 230000 169.8400000 169.9000000 169.7900000 169.8400000 448610
GAZP 60 20221108 000000 169.8100000 169.9000000 169.7600000 169.8500000 323630
GAZP 60 20221108 110000 170.0500000 170.9500000 169.3500000 169.9000000 3976560
GAZP 60 20221108 120000 169.8600000 169.9800000 169.1700000 169.8500000 1768750
GAZP 60 20221108 130000 169.8500000 169.9000000 169.4900000 169.8200000 1225620
GAZP 60 20221108 140000 169.8000000 170.1000000 169.7000000 170.0900000 953340
GAZP 60 20221108 150000 170.0900000 172.0000000 170.0900000 171.1800000 8133100
GAZP 60 20221108 160000 171.1800000 171.4200000 170.6100000 171.1500000 1963410
GAZP 60 20221108 170000 171.1500000 171.2900000 170.5000000 170.6500000 1655800
GAZP 60 20221108 180000 170.6900000 170.8400000 170.0200000 170.6300000 1257960
GAZP 60 20221108 190000 170.6300000 170.6800000 169.9500000 170.0000000 1576090
GAZP 60 20221108 200000 170.0000000 170.4400000 169.9600000 170.3700000 435520
GAZP 60 20221108 210000 170.3700000 170.4900000 170.1300000 170.4500000 339590
GAZP 60 20221108 220000 170.4900000 170.6900000 169.9600000 169.9900000 612470
GAZP 60 20221108 230000 169.9900000 170.0000000 169.2000000 169.5000000 919890
GAZP 60 20221109 000000 169.5000000 169.9900000 169.4600000 169.9700000 426520
GAZP 60 20221109 110000 169.8400000 170.3200000 169.0000000 169.2700000 3091610
GAZP 60 20221109 120000 169.2200000 169.6100000 168.1400000 168.1500000 3299160
GAZP 60 20221109 130000 168.1400000 168.6900000 168.1100000 168.1800000 1994800
GAZP 60 20221109 140000 168.1900000 168.6400000 168.1600000 168.3400000 1011030
GAZP 60 20221109 150000 168.4100000 169.0900000 168.2500000 169.0900000 1219850
GAZP 60 20221109 160000 169.0900000 169.2800000 168.6500000 169.1700000 902590
GAZP 60 20221109 170000 169.1700000 169.2500000 168.5800000 168.7700000 964500
GAZP 60 20221109 180000 168.7700000 168.9500000 168.5100000 168.7500000 659600
GAZP 60 20221109 190000 168.7600000 168.9500000 168.1000000 168.1000000 1745910
GAZP 60 20221109 200000 168.0800000 168.0800000 166.1500000 167.6200000 2240360
GAZP 60 20221109 210000 167.6200000 167.7300000 166.8200000 167.6400000 998440
GAZP 60 20221109 220000 167.6200000 167.6500000 167.1300000 167.2600000 293610
GAZP 60 20221109 230000 167.2600000 167.3500000 167.1000000 167.1000000 337760
GAZP 60 20221110 000000 167.1000000 167.2800000 167.0200000 167.1000000 323270
GAZP 60 20221110 110000 167.5000000 168.0000000 167.1800000 167.6300000 2638330
GAZP 60 20221110 120000 167.5800000 169.6100000 167.5800000 169.5900000 3532940
GAZP 60 20221110 130000 169.6000000 169.6100000 168.7700000 168.8800000 2022320
GAZP 60 20221110 140000 168.8600000 169.4600000 168.6200000 169.3800000 1172090
GAZP 60 20221110 150000 169.3800000 170.1800000 169.3100000 169.7400000 2403010
GAZP 60 20221110 160000 169.7400000 169.9000000 168.7800000 168.9300000 1582690
GAZP 60 20221110 170000 168.9600000 168.9600000 168.0000000 168.3700000 3374240
GAZP 60 20221110 180000 168.3700000 168.9000000 168.1000000 168.4000000 3370440
GAZP 60 20221110 190000 168.4000000 168.5000000 168.3400000 168.4000000 1209570
GAZP 60 20221110 200000 168.7500000 169.2900000 168.3500000 169.2900000 834760
GAZP 60 20221110 210000 169.2900000 169.3000000 168.5000000 168.8600000 658610
GAZP 60 20221110 220000 168.8600000 169.1500000 168.5800000 168.9000000 363640
GAZP 60 20221110 230000 168.9000000 169.1200000 168.8300000 168.9000000 353860
GAZP 60 20221111 000000 168.9000000 168.9000000 168.5200000 168.9000000 393080
GAZP 60 20221111 110000 169.2900000 169.5400000 167.5600000 168.0900000 3817650
GAZP 60 20221111 120000 168.1400000 168.6100000 168.0000000 168.2400000 988420
GAZP 60 20221111 130000 168.2400000 168.4900000 167.5100000 168.1500000 1296050
GAZP 60 20221111 140000 168.1400000 168.6900000 168.0000000 168.6100000 776370
GAZP 60 20221111 150000 168.6200000 168.7000000 168.2500000 168.4900000 725920
GAZP 60 20221111 160000 168.4900000 168.8600000 168.4400000 168.7100000 832890
GAZP 60 20221111 170000 168.7100000 168.7500000 168.5300000 168.6000000 890370
GAZP 60 20221111 180000 168.6000000 169.0900000 168.5400000 169.0100000 1890460
GAZP 60 20221111 190000 169.0100000 170.0000000 169.0000000 169.9600000 2395400
GAZP 60 20221111 200000 169.9600000 170.6000000 169.5000000 169.8900000 1288770
GAZP 60 20221111 210000 169.8800000 169.9500000 169.6200000 169.8500000 539830
GAZP 60 20221111 220000 169.8700000 169.9900000 169.6600000 169.9700000 328650
GAZP 60 20221111 230000 169.9600000 169.9900000 169.7400000 169.8500000 441720
GAZP 60 20221112 000000 169.8500000 169.9000000 169.8000000 169.8600000 367020
GAZP 60 20221114 110000 170.8300000 171.9200000 170.1600000 170.6600000 6561060
GAZP 60 20221114 120000 170.6700000 170.7700000 170.1600000 170.4600000 2743130
GAZP 60 20221114 130000 170.4600000 170.5700000 170.2200000 170.2300000 1150370
GAZP 60 20221114 140000 170.2300000 170.3800000 169.7000000 169.7200000 2267180
GAZP 60 20221114 150000 169.7100000 169.8300000 169.0500000 169.1200000 1925790
GAZP 60 20221114 160000 169.1300000 169.6000000 169.0000000 169.0600000 1744630
GAZP 60 20221114 170000 169.0600000 169.0600000 166.5100000 167.9800000 6699610
GAZP 60 20221114 180000 167.9700000 168.4900000 167.5500000 168.2000000 2268700
GAZP 60 20221114 190000 168.2000000 169.6300000 168.1200000 169.6300000 1994930
GAZP 60 20221114 200000 169.4600000 169.6300000 169.0200000 169.2000000 764910
GAZP 60 20221114 210000 169.2000000 169.5800000 169.2000000 169.3000000 551860
GAZP 60 20221114 220000 169.3000000 169.3000000 169.2400000 169.3000000 387970
GAZP 60 20221114 230000 169.2400000 169.5800000 169.2300000 169.5500000 417060
GAZP 60 20221115 000000 169.5400000 169.6900000 169.4400000 169.6000000 528830
GAZP 60 20221115 110000 171.1000000 171.3000000 169.3400000 169.9000000 4014720
GAZP 60 20221115 120000 169.9000000 169.9000000 168.6700000 168.9300000 2222630
GAZP 60 20221115 130000 168.9700000 169.5000000 168.4000000 169.3800000 2050340
GAZP 60 20221115 140000 169.3700000 169.5000000 169.0200000 169.2200000 969670
GAZP 60 20221115 150000 169.2300000 169.2800000 168.6300000 168.9200000 840880
GAZP 60 20221115 160000 168.9200000 169.0400000 168.6000000 168.6000000 797250
